,zonas,enderecos,precos,areas,quartos
509,leste,"Rua Henrique Casela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",1065,46,2.0
510,leste,"Rua Chamantá, Vila Prudente, São Paulo Zona Leste, São Paulo",3090,150,4.0
511,leste,"Rua Miguel Rachid, Vila Paranaguá, São Paulo Zona Leste, São Paulo",886,50,
512,leste,"Rua Tariana, Tatuapé, São Paulo Zona Leste, São Paulo",1140,45,
513,leste,"Rua Antônio José Henriques, Vila Paranaguá, São Paulo Zona Leste, São Paulo",700,40,
514,leste,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",900,45,
515,leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1400,60,2.0
516,leste,"Rua Professor Pedreira De Freitas, Tatuapé, São Paulo Zona Leste, São Paulo",5000,120,3.0
517,leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",2700,75,3.0
518,leste,"Rua São João Do Cariri, Jardim Norma, São Paulo Zona Leste, São Paulo",1250,49,2.0
519,leste,"Rua Antônio Macedo, Parque São Jorge, São Paulo Zona Leste, São Paulo",1800,116,3.0
520,leste,"Rua Maniutuba, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1500,55,2.0
521,leste,"Rua Arnaldo Cintra, Vila Moreira, São Paulo Zona Leste, São Paulo",1365,48,2.0
522,leste,"Rua Fontoura Xavier, Itaquera, São Paulo Zona Leste, São Paulo",1550,39,
523,leste,"Rua Cupá, Penha De Franca, São Paulo Zona Leste, São Paulo",1250,49,2.0
524,leste,"Avenida Santa Inês, Lajeado, São Paulo Zona Leste, São Paulo",1180,65,3.0
525,leste,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",900,47,
526,leste,"Avenida Tarumã, Vila Pierina, São Paulo Zona Leste, São Paulo",1902,54,2.0
527,leste,"Rua Porto Alegre, Vila Bertioga, São Paulo Zona Leste, São Paulo",3060,64,2.0
528,leste,"Rua Luís Asson, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",700,24,
529,leste,"Rua Goiapi, Vila São Geraldo, São Paulo Zona Leste, São Paulo",800,40,
530,leste,"Rua Zacarias De Gois, Parque Colonial, São Paulo Zona Leste, São Paulo",2850,142,2.0
531,leste,"Rua Miragem, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2940,78,3.0
532,leste,"Rua Padre Leonel Franca, Vila Libanesa, São Paulo Zona Leste, São Paulo",5000,235,4.0
533,leste,"Rua Do Oratório, Moóca, São Paulo Zona Leste, São Paulo",2150,85,2.0
534,leste,"Rua Ibirajuba, Vila Silvia, São Paulo Zona Leste, São Paulo",1122,45,2.0
535,leste,"Rua Padre Manuel Bernardes, 39 - Vila Carrão, São Paulo - State Of São Paulo, Brazil, Vila Carrão, São Paulo Zona Leste, São Paulo",2000,56,2.0
536,leste,"Rua Serra De São Domingos, Vila Carmosina, São Paulo Zona Leste, São Paulo",1500,57,2.0
537,leste,"Rua Emílio Mallet, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",6000,152,3.0
538,leste,"Rua Francisco Rossano, Sítio Da Figueira, São Paulo Zona Leste, São Paulo",1366,41,2.0
539,leste,"Avenida Esperantina, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",987,45,2.0
540,leste,"Rua Adolfo Asson, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",2266,80,3.0
541,leste,"Rua Maestro Jorge Galati, Vila Nhocune, São Paulo Zona Leste, São Paulo",954,42,2.0
542,leste,"Rua Olívio D#39assunção Ferreira, Moóca, São Paulo Zona Leste, São Paulo",1700,45,2.0
543,leste,"Rua Irma, Vila Ré, São Paulo Zona Leste, São Paulo",724,40,
544,leste,"Rua Mário Massi, Vila Paranaguá, São Paulo Zona Leste, São Paulo",1000,50,
545,leste,"Rua José Issi, Vila Ré, São Paulo Zona Leste, São Paulo",1200,80,2.0
546,leste,"Paes De Barros, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1950,106,3.0
547,leste,"R. Henrique Cazela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",1127,49,2.0
548,leste,"Rua Bento Gonçalves, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",4500,141,3.0
549,leste,"Avenida Casa Grande, Vila Cunha Bueno, São Paulo Zona Leste, São Paulo",1600,51,2.0
550,leste,"Rua Professor Leonídio Allegretti, Itaquera, São Paulo Zona Leste, São Paulo",1050,52,2.0
551,leste,"Avenida São Miguel, Vila Marieta, São Paulo Zona Leste, São Paulo",1550,62,2.0
552,leste,"Avenida Do Oratório, Jardim Ângela (zona Leste), São Paulo Zona Leste, São Paulo",1200,67,3.0
553,leste,"Rua Coronel Joviniano Brandão, Vila Prudente, São Paulo Zona Leste, São Paulo",3000,70,2.0
554,leste,"Rua Itabaiana, Belenzinho, São Paulo Zona Leste, São Paulo",1545,42,
555,leste,"Avenida Vila Ema, Vila Prudente, São Paulo Zona Leste, São Paulo",1250,60,
556,leste,"Rua General Bagnuolo, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1800,58,2.0
557,leste,"Rua Bispo Isaías F Sucasas, Jardim Matarazzo, São Paulo Zona Leste, São Paulo",1500,57,2.0
558,leste,"Rua Almirante Brasil, Moóca, São Paulo Zona Leste, São Paulo",1468,20,
559,leste,"Rua Mogi Mirim, Vila Bertioga, São Paulo Zona Leste, São Paulo",2060,56,2.0
560,leste,"Rua Guarapuava, Moóca, São Paulo Zona Leste, São Paulo",2000,53,2.0
561,leste,"Rua Padre Raposo, Moóca, São Paulo Zona Leste, São Paulo",3700,168,4.0
562,leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1442,87,3.0
563,leste,"Rua Baguassu, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",5750,286,5.0
564,leste,"Rua Baltazar Nunes, Vila Carmosina, São Paulo Zona Leste, São Paulo",1850,50,2.0
565,leste,"Rua Olho Dágua Do Borges, Vila Silvia, São Paulo Zona Leste, São Paulo",650,40,
566,leste,"Avenida Paes De Barros, Moóca, São Paulo Zona Leste, São Paulo",1828,81,3.0
567,leste,"Avenida Olga Fadel Abarca, Lajeado, São Paulo Zona Leste, São Paulo",1400,31,
568,leste,"Rua São José Do Campestre, Jardim Danfer, São Paulo Zona Leste, São Paulo",1100,60,
569,leste,"Rua Das Giestas, Vila Bela, São Paulo Zona Leste, São Paulo",1100,70,
570,leste,"Rua Rui Pirozzelli, Jardim Belém, São Paulo Zona Leste, São Paulo",3000,235,3.0
571,leste,"Rua Icarai, Tatuapé, São Paulo Zona Leste, São Paulo",1800,60,
572,leste,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",900,47,
573,leste,"Rua José Alexandre Almeida Luiz, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",5600,187,4.0
574,leste,"Rua José Lourenço Figueiredo, Vila Tolstoi, São Paulo Zona Leste, São Paulo",2000,150,3.0
575,leste,"Rua Arrojado Lisboa, Jardim Cotinha, São Paulo Zona Leste, São Paulo",2500,163,4.0
576,leste,"Rua Antônio Muniz Fagundes, Vila Virginia, São Paulo Zona Leste, São Paulo",2800,180,4.0
577,leste,"Rua Senador Godói, Vila São Geraldo, São Paulo Zona Leste, São Paulo",2700,178,3.0
578,leste,"Rua Doutor Emanuel Dias, Vila Santa Teresa (zona Leste), São Paulo Zona Leste, São Paulo",1090,40,
579,leste,"Rua Caçaquera, Vila Antonina, São Paulo Zona Leste, São Paulo",980,30,
580,leste,"Rua Retiro, Maranhão, São Paulo Zona Leste, São Paulo",1545,50,2.0
581,leste,"Rua Graciosa Polesi Peixoto, Limoeiro, São Paulo Zona Leste, São Paulo",1184,75,
582,leste,"Rua Doutor Afonso Vergueiro, Vila Bancária, São Paulo Zona Leste, São Paulo",1470,50,2.0
583,leste,"Rua Conceição Do Araguaia, Cidade Patriarca, São Paulo Zona Leste, São Paulo",1300,45,2.0
584,leste,"Rua Alto Belo, Vila Antonieta, São Paulo Zona Leste, São Paulo",1020,50,2.0
585,leste,"Rua Pimenta Bueno, Chácara Tatuapé, São Paulo Zona Leste, São Paulo",2750,95,3.0
586,leste,"Rua Paulo Andrighetti, Alto Do Pari, São Paulo Zona Leste, São Paulo",1300,70,3.0
587,leste,"Avenida São José Dos Cordeiros, Parque Císper, São Paulo Zona Leste, São Paulo",2800,200,3.0
588,leste,"Rua Fabiano Alves, Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",1980,98,3.0
589,leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",1100,50,2.0
590,leste,"Rua Cambará, Vila Bertioga, São Paulo Zona Leste, São Paulo",4500,150,3.0
591,leste,"Rua Mapu, Penha De Franca, São Paulo Zona Leste, São Paulo",1600,80,2.0
592,leste,"Rua Secundino Domingues, Jardim Independencia, São Paulo Zona Leste, São Paulo",2335,77,2.0
593,leste,"Rua São Nicásio, Alto Da Mooca, São Paulo Zona Leste, São Paulo",2884,85,3.0
594,leste,"Rua Gáspar Rodrigues, Chácara Mafalda, São Paulo Zona Leste, São Paulo",1133,39,
595,leste,"Rua Engenheiro Cestari, Vila Invernada, São Paulo Zona Leste, São Paulo",2575,80,3.0
596,leste,"Rua Taquarytinga, Alto Da Mooca, São Paulo Zona Leste, São Paulo",4500,65,2.0
597,leste,"Rua Sargento Rezende, Vila Rui Barbosa, São Paulo Zona Leste, São Paulo",2040,56,2.0
598,leste,"Rua Ibiporã, Vila Divina Pastora, São Paulo Zona Leste, São Paulo",1100,30,
599,leste,"Rua Afonso Pôrto, Artur Alvim, São Paulo Zona Leste, São Paulo",1100,32,
600,leste,"Rua Das Cobeias, Vila Bela, São Paulo Zona Leste, São Paulo",1750,52,2.0
601,leste,"Rua Bela Cintra, Conjunto Habitacional Sitio Conceição, São Paulo Zona Leste, São Paulo",3000,50,2.0
602,leste,"Rua Ângelo Pereira, Vila Talarico, São Paulo Zona Leste, São Paulo",3000,190,3.0
603,leste,"Rua Frederico Severo, Jardim Santa Maria, São Paulo Zona Leste, São Paulo",772,47,
604,leste,"Rua Esquivel Navarro, Conjunto Habitacional Teotonio Vilela, São Paulo Zona Leste, São Paulo",4000,60,2.0
605,leste,"Rua Jacaraípe, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1336,60,2.0
606,leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1500,85,3.0
607,leste,"Rua Professor Giuliani, Vila Invernada, São Paulo Zona Leste, São Paulo",3500,180,3.0
608,leste,"Rua Jaboticabal, Vila Bertioga, São Paulo Zona Leste, São Paulo",1950,56,2.0
609,leste,"Travessa Paulo Adami, Quarta Parada, São Paulo Zona Leste, São Paulo",1700,85,2.0
610,leste,"Rua Avanhandava, Conjunto Habitacional Sitio Conceição, São Paulo Zona Leste, São Paulo",2600,101,2.0
611,leste,"Rua Zacarias De Gois, Parque Colonial, São Paulo Zona Leste, São Paulo",6000,85,
612,leste,"Rua Lobo, Vila Carrão, São Paulo Zona Leste, São Paulo",1858,55,2.0
613,leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",1600,52,2.0
614,leste,"Rua Dom Bosco, Moóca, São Paulo Zona Leste, São Paulo",1700,60,2.0
615,leste,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",2400,69,2.0
616,leste,"Rua Padre João, Penha De Franca, São Paulo Zona Leste, São Paulo",1900,40,
617,leste,"Rua Orfanato, Vila Prudente, São Paulo Zona Leste, São Paulo",2346,82,2.0
618,leste,"Rua Serra De Bragança, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3000,84,2.0
619,leste,"Rua Do Trabalho, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",1100,38,2.0
620,leste,"Rua São José Dos Campos, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1200,60,
621,leste,"Rua Serra De Bragança, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2754,68,3.0
622,leste,"Rua Rui Pirozzelli, Jardim Belém, São Paulo Zona Leste, São Paulo",2500,233,3.0
623,leste,"Rua Atuai, Vila Esperança, São Paulo Zona Leste, São Paulo",1339,34,
624,leste,"Rua Laurentina Jorge Ribeiro, Vila Salete, São Paulo Zona Leste, São Paulo",2650,99,3.0
625,leste,"Rua Eleonora Cintra, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",2002,27,
626,leste,"Avenida Jurucê, Limoeiro, São Paulo Zona Leste, São Paulo",3100,72,3.0
627,leste,"Rua Tânia Maria, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",2500,50,2.0
628,leste,"Rua Professor Alves Pedroso, Cangaíba, São Paulo Zona Leste, São Paulo",1100,45,2.0
629,leste,"Avenida Olavo Egídio De Souza Aranha, Parque Císper, São Paulo Zona Leste, São Paulo",1224,65,2.0
630,leste,"Rua Tabajaras, Moóca, São Paulo Zona Leste, São Paulo",1938,48,2.0
631,leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",2060,68,3.0
632,leste,"Praça Visconde De Sousa Fontes, Parque Da Mooca, São Paulo Zona Leste, São Paulo",8000,230,2.0
633,leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1800,70,
634,leste,"Rua Maria Daffre, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2472,60,3.0
635,leste,"Rua Arraial De São Bartolomeu, Vila Carmosina, São Paulo Zona Leste, São Paulo",2600,160,3.0
636,leste,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1100,43,
637,leste,"Rua Maria Otília, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2700,40,
638,leste,"Rua Ipaumirim, Jardim Nordeste, São Paulo Zona Leste, São Paulo",2500,115,3.0
639,leste,"Rua Lua Do Alforje, Conjunto Habitacional Águia De Haia, São Paulo Zona Leste, São Paulo",1200,40,
640,leste,"Rua Sete De Outubro, Chácara Califórnia, São Paulo Zona Leste, São Paulo",2000,70,2.0
641,leste,"Avenida Paes De Barros, Moóca, São Paulo Zona Leste, São Paulo",4000,121,2.0
642,leste,"Rua Dom Bosco, Moóca, São Paulo Zona Leste, São Paulo",2400,55,2.0
643,leste,"Rua Serra De Botucatu, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",4500,220,3.0
644,leste,"893241749, Vila Campanela, São Paulo Zona Leste, São Paulo",1224,38,2.0
645,leste,"Rua Joviânia, Vila Carmosina, São Paulo Zona Leste, São Paulo",1428,50,2.0
646,leste,"Rua Guirá-acangatara, Jardim São Francisco (zona Leste), São Paulo Zona Leste, São Paulo",1500,120,2.0
647,leste,"Rua Do Oratório, Moóca, São Paulo Zona Leste, São Paulo",2600,71,2.0
648,leste,"Rua Mandaguaí, Vila Ré, São Paulo Zona Leste, São Paulo",1500,70,2.0
649,leste,"Rua Lutécia, Vila Carrão, São Paulo Zona Leste, São Paulo",7840,330,4.0
650,leste,"Rua Baguassu, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2750,67,3.0
651,leste,"Rua Apiaí-mirim, Jardim Fernandes, São Paulo Zona Leste, São Paulo",1545,140,2.0
652,leste,"Rua Arnaldo Cintra, Vila Moreira, São Paulo Zona Leste, São Paulo",2500,63,3.0
653,leste,"Rua Benedito Otoni, Vila Ré, São Paulo Zona Leste, São Paulo",2100,74,2.0
654,leste,"Rua Carlos Bigatti, Jardim Castelo, São Paulo Zona Leste, São Paulo",1090,47,2.0
655,leste,"Rua Henrique Schurig, Jardim Fernandes, São Paulo Zona Leste, São Paulo",1442,45,
656,leste,"Rua Curuena, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1900,55,2.0
657,leste,"Rua Antônio Moura Andrade, Itaquera, São Paulo Zona Leste, São Paulo",1300,59,3.0
658,leste,"Rua Olho D’água Do Borges, Vila Silvia, São Paulo Zona Leste, São Paulo",600,35,
659,leste,"Rua Inhana, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",2500,200,3.0
660,leste,"Rua José Tavares De Siqueira, Parque São Jorge, São Paulo Zona Leste, São Paulo",5100,67,
661,leste,"Avenida Amador Bueno Da Veiga, Penha De Franca, São Paulo Zona Leste, São Paulo",1734,100,2.0
662,leste,"Rua João Teixeira Da Silva, Vila Invernada, São Paulo Zona Leste, São Paulo",2445,78,3.0
663,leste,"Rua Olímpio Portugal, Moóca, São Paulo Zona Leste, São Paulo",6000,151,3.0
664,leste,"Rua José Alves De Oliveira, Vila Maria Zélia, São Paulo Zona Leste, São Paulo",2040,80,2.0
665,leste,"Rua Itapeti, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",3500,90,2.0
666,leste,"Rua Felício Pereira, Jardim Piqueroby, São Paulo Zona Leste, São Paulo",3200,140,3.0
667,leste,"Rua Jorge Ogushi, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",3500,320,2.0
668,leste,"Rua Curupá, Vila Formosa, São Paulo Zona Leste, São Paulo",3750,95,2.0
669,leste,"Avenida Príncipe Do Grão-pará, Parque Guarani, São Paulo Zona Leste, São Paulo",1300,45,
670,leste,"Rua Visconde De Parnaíba, Moóca, São Paulo Zona Leste, São Paulo",2063,58,
671,leste,"Rua Do Glicerio, Vila Califórnia, São Paulo Zona Leste, São Paulo",1326,34,
672,leste,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2754,100,3.0
673,leste,"Rua Mario Capuano, Cidade Antônio Estevão De Carvalho, São Paulo Zona Leste, São Paulo",1100,75,2.0
674,leste,"Praça Padre Mário Fontana, Parque Da Mooca, São Paulo Zona Leste, São Paulo",4080,135,2.0
675,leste,"Rua Maria Natauel, Vila Nhocune, São Paulo Zona Leste, São Paulo",2200,60,4.0
676,leste,"Rua Cláudio Ptolomeu, Jardim Coimbra, São Paulo Zona Leste, São Paulo",1450,70,3.0
677,leste,"Rua Herval, Belenzinho, São Paulo Zona Leste, São Paulo",2000,228,3.0
678,leste,"Rua Eleonora Cintra, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",4500,154,3.0
679,leste,"Rua Domingos Afonso, Vila Santa Clara, São Paulo Zona Leste, São Paulo",2199,63,2.0
680,leste,"Rua Gustavo Vicenzzoto, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",2000,120,3.0
681,leste,"Avenida Luca, Chácara Mafalda, São Paulo Zona Leste, São Paulo",3500,270,3.0
682,leste,"Rua Palmeira De Leque, Jardim Pedro José Nunes, São Paulo Zona Leste, São Paulo",1260,54,2.0
683,leste,"Rua General Bagnuolo, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1404,66,2.0
684,leste,"Rua Piraquara, Jardim Nordeste, São Paulo Zona Leste, São Paulo",1200,60,2.0
685,leste,"Rua José Alves Dos Santos, Vila Campanela, São Paulo Zona Leste, São Paulo",1428,39,2.0
686,leste,"Rua Mavari, Vila Bertioga, São Paulo Zona Leste, São Paulo",7500,180,3.0
687,leste,"Rua França Pinto, 1255 - Vila Mariana, São Paulo - Sp, Brasil, Lajeado, São Paulo Zona Leste, São Paulo",2800,96,3.0
688,leste,"Rua Fernão Marques, Vila Graciosa, São Paulo Zona Leste, São Paulo",1230,68,2.0
689,leste,"Rua Doutor Veiga Filho, Jardim Santa Adélia, São Paulo Zona Leste, São Paulo",2200,68,2.0
690,leste,"Rua José Antônio Fontes, Vila Tolstoi, São Paulo Zona Leste, São Paulo",1629,48,2.0
691,leste,"Avenida Águia De Haia, Parque Paineiras, São Paulo Zona Leste, São Paulo",1734,72,2.0
692,leste,"Rua Doutor Luís Carlos, Vila Aricanduva, São Paulo Zona Leste, São Paulo",1900,50,2.0
693,leste,"Rua Felício Pereira, Jardim Piqueroby, São Paulo Zona Leste, São Paulo",3400,145,3.0
694,leste,"Rua Da Ordem, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",5500,150,5.0
695,leste,"Rua Maria Teresa Assunção, Vila São Geraldo, São Paulo Zona Leste, São Paulo",4500,270,4.0
696,leste,"Rua Subragi, Itaquera, São Paulo Zona Leste, São Paulo",1339,73,3.0
697,leste,"Rua George Morland, Vila Tolstoi, São Paulo Zona Leste, São Paulo",680,25,
698,leste,"Rua Eliezer José De Macedo, Parque Císper, São Paulo Zona Leste, São Paulo",750,50,
699,leste,"Rua Luís Asson, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",700,22,
700,leste,"Rua Uhland, Vila Ema, São Paulo Zona Leste, São Paulo",1400,50,2.0
701,leste,"Rua Manuel Ribas, Vila Campanela, São Paulo Zona Leste, São Paulo",900,24,
702,leste,"Rua Guarapuava, Moóca, São Paulo Zona Leste, São Paulo",1847,32,
703,leste,"Rua Buriti Alegre, Vila Ré, São Paulo Zona Leste, São Paulo",1236,45,
704,leste,"Rua Francisco Polito, Vila Prudente, São Paulo Zona Leste, São Paulo",1209,50,
705,leste,"Rua Silva Jardim, Belenzinho, São Paulo Zona Leste, São Paulo",12500,500,4.0
706,leste,"Rua Cláudio Ptolomeu, Jardim Coimbra, São Paulo Zona Leste, São Paulo",1100,33,
707,leste,"Rua João Tobias, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1100,42,
708,leste,"Rua Lobélias, Vila Bela, São Paulo Zona Leste, São Paulo",880,60,
709,leste,"Rua Visconde De Inhomerim, Moóca, São Paulo Zona Leste, São Paulo",1232,72,
710,leste,"Rua Ariti, Vila Rui Barbosa, São Paulo Zona Leste, São Paulo",1500,53,2.0
711,leste,"Avenida Regente Feijó, Chácara Mafalda, São Paulo Zona Leste, São Paulo",999,22,
712,leste,"Rua Charles Best, Fazenda Da Juta, São Paulo Zona Leste, São Paulo",1000,50,2.0
713,leste,"Avenida Afonso De Sampaio E Sousa, Jardim Nossa Senhora Do Carmo, São Paulo Zona Leste, São Paulo",1200,43,2.0
714,leste,"Jaime Taveira, Chácara Cruzeiro Do Sul, São Paulo Zona Leste, São Paulo",1200,55,2.0
715,leste,"Rua Tuiuti, Tatuapé, São Paulo Zona Leste, São Paulo",2200,80,3.0
716,leste,"Rua Palma Sola, Itaquera, São Paulo Zona Leste, São Paulo",800,38,
717,leste,"Avenida Campanella, Itaquera, São Paulo Zona Leste, São Paulo",1350,57,2.0
718,leste,"Vila Macedópolis, São Paulo Zona Leste, São Paulo",1600,51,2.0
719,leste,"Vila Matilde, São Paulo Zona Leste, São Paulo",2200,75,3.0
720,norte,"R Judith Zumkeller, Parque Mandaqui, São Paulo Zona Norte, São Paulo",1500,54,2.0
721,norte,"Rua Enéias Luís Carlos Barbanti, Freguesia Do Ó, São Paulo Zona Norte, São Paulo",1300,45,
722,norte,"Rua Nazaré Da Mata, Vila Guilherme, São Paulo Zona Norte, São Paulo",700,25,
723,norte,"Avenida Mazzei, Vila Mazzei, São Paulo Zona Norte, São Paulo",1080,70,
724,norte,"Rua Jamunda, Vila Mazzei, São Paulo Zona Norte, São Paulo",1490,55,2.0
725,norte,"Rua Padre Pascoal Rochedreux, Lauzane Paulista, São Paulo Zona Norte, São Paulo",3500,435,5.0
726,norte,"Rua Domiciano Ribeiro, Casa Verde Alta, São Paulo Zona Norte, São Paulo",1122,90,2.0
727,norte,"Rua Pedro Doll, Santana, São Paulo Zona Norte, São Paulo",1800,37,
728,norte,"Avenida General Ataliba Leonel, Carandiru, São Paulo Zona Norte, São Paulo",1150,38,
729,norte,"Rua Arruda Ferreira, Vila Guilherme, São Paulo Zona Norte, São Paulo",1400,34,
730,norte,"Rua Júlia Lopes De Almeida, Vila Paulicéia, São Paulo Zona Norte, São Paulo",2290,90,3.0
731,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1500,78,2.0
732,norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",1500,77,2.0
733,norte,"Rua Fábia, Jardim Peri, São Paulo Zona Norte, São Paulo",3500,90,3.0
734,norte,"Avenida Conceição, Vila Paiva, São Paulo Zona Norte, São Paulo",1890,63,2.0
735,norte,"Rua João Pereira De Andrade, Vila Primavera, São Paulo Zona Norte, São Paulo",1100,18,
736,norte,"Avenida Basiléia, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1200,52,2.0
737,norte,"Rua Amoroso Costa, Jardim São Paulo, São Paulo Zona Norte, São Paulo",2550,150,3.0
738,norte,"Avenida Das Cerejeiras, Jardim Japão, São Paulo Zona Norte, São Paulo",620,25,
739,norte,"Rua Cruz De Malta, Parada Inglesa, São Paulo Zona Norte, São Paulo",4080,122,3.0
740,norte,"Avenida Do Guacá, Lauzane Paulista, São Paulo Zona Norte, São Paulo",2500,70,3.0
741,norte,"Avenida Basiléia, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1300,54,2.0
742,norte,"Rua Relíquia, Jardim Das Laranjeiras, São Paulo Zona Norte, São Paulo",1068,60,2.0
743,norte,"Rua Virgílio Saccato, Jardim Brasil, São Paulo Zona Norte, São Paulo",1530,180,3.0
744,norte,"Rua Francisca Júlia, Santana, São Paulo Zona Norte, São Paulo",2420,220,4.0
745,norte,"Rua Aragão, Vila Mazzei, São Paulo Zona Norte, São Paulo",1236,51,2.0
746,norte,"Avenida Paulo Lincoln Do Valle Pontin, Jaçanã, São Paulo Zona Norte, São Paulo",1350,78,2.0
747,norte,"Rua Das Macieiras, Casa Verde Média, São Paulo Zona Norte, São Paulo",2000,133,3.0
748,norte,"Rua Professor Joaquim Álvarez Cruz, Jardim Guança, São Paulo Zona Norte, São Paulo",673,60,
749,norte,"Rua Diogo De Oliveira, Sítio Do Morro, São Paulo Zona Norte, São Paulo",1300,36,
750,norte,"Rua Helena Do Sacramento, Vila Guaca, São Paulo Zona Norte, São Paulo",3050,95,2.0
751,norte,"Rua Manguari, Jardim Andaraí, São Paulo Zona Norte, São Paulo",1133,50,2.0
752,norte,"Rua Luís Chagas Dória, Vila Primavera, São Paulo Zona Norte, São Paulo",3060,220,4.0
753,norte,"Rua Copacabana, Santa Teresinha, São Paulo Zona Norte, São Paulo",2500,70,3.0
754,norte,"Rua Cezar Zama, Santana, São Paulo Zona Norte, São Paulo",2400,170,3.0
755,norte,"Rua Engenheiro José Paes Esteves, Vila Celeste, São Paulo Zona Norte, São Paulo",2040,167,
756,norte,"Avenida Braz Leme, Santana, São Paulo Zona Norte, São Paulo",4500,98,3.0
757,norte,"Rua Hamburgo, Vila Gustavo, São Paulo Zona Norte, São Paulo",1390,58,
758,norte,"Rua Duarte De Azevedo, Santana, São Paulo Zona Norte, São Paulo",2500,50,
759,norte,"Rua Professor Valério Giuli, Jardim Paraíso, São Paulo Zona Norte, São Paulo",2800,115,3.0
760,norte,"Rua Padre Paulo Ravier, Água Fria, São Paulo Zona Norte, São Paulo",3300,87,3.0
761,norte,"Parque Domingos Luís, Jardim São Paulo, São Paulo Zona Norte, São Paulo",7500,250,4.0
762,norte,"Rua Coronel Lopes Branco, Jardim Brasil, São Paulo Zona Norte, São Paulo",2100,150,3.0
763,norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",2000,40,2.0
764,norte,"Rua Amadeu Danieli Filho, Limão, São Paulo Zona Norte, São Paulo",750,30,
765,norte,"Rua João Rudge, Casa Verde, São Paulo Zona Norte, São Paulo",4000,92,3.0
766,norte,"Rua Imabu, Vila Romero, São Paulo Zona Norte, São Paulo",2500,180,3.0
767,norte,"Rua José Debieux, Santana, São Paulo Zona Norte, São Paulo",5000,65,2.0
768,norte,"Rua Dona Estela Borges Morato, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",1890,48,2.0
769,norte,"Rua Itza, Jardim Modelo, São Paulo Zona Norte, São Paulo",1470,54,2.0
